ZZXP;AGR;ARC;AGRDESC;AGRDESCen;DESC;DESCen;PR1;Q1;PR2;Q2;PR3;Q3;PR4;Q4;PR5;Q5
107;C2115;PT6VK001;Trimmer PT6v liegend RM5/5mm;Trimmers PT6v Top Adjust P5/5mm;E-Regler liegend RM5/5 1K;Trimmer Top Adjust P5/5 1K;30,07;25;23,85;100;20,75;500;19,8;1000;18,85;3000
108;C2115;PT6VK002.5;Trimmer PT6v liegend RM5/5mm;Trimmers PT6v Top Adjust P5/5mm;E-Regler liegend RM5/5 2K5;E-Regler liegend RM5/5 2K5;30,07;25;23,85;100;20,75;500;19,8;1000;18,85;3000
109;C2115;PT6VK005;Trimmer PT6v liegend RM5/5mm;Trimmers PT6v Top Adjust P5/5mm;E-Regler liegend RM5/5 5K;Trimmer Top Adjust P5/5 5K;30,07;25;23,85;100;20,75;500;19,8;1000;18,85;3000
110;C2115;PT6VK010;Trimmer PT6v liegend RM5/5mm;Trimmers PT6v Top Adjust P5/5mm;E-Regler liegend RM5/5 10K;Trimmer Top Adjust P5/5 10K;30,07;25;23,85;100;20,75;500;19,8;1000;18,85;3000
111;C2115;PT6VK025;Trimmer PT6v liegend RM5/5mm;Trimmers PT6v Top Adjust P5/5mm;E-Regler liegend RM5/5 25K;Trimmer Top Adjust P5/5 25K;30,07;25;23,85;100;20,75;500;19,8;1000;18,85;3000
112;Y3856;PIC16F722-I/SP;MICROCHIP 8Bit-Microcontroller PIC16x7_;MICROCHIP 8Bit Microcontrollers PIC16x7_;2Kx14 Flash 25I/O 20MHz SDIP28;2Kx14 Flash 25I/O 20MHz SDIP28;1,8;1;1,43;10;1,24;50;1,2;100;1,15;200
113;D2333;SMCM453232-220K;SMD-Induktivitäten Serie SMCM453232;CTC SMD Inductors Series SMCM453232;SMD-Drossel 22uH 180mA;SMD Inductor 22uH 180mA;19,41;50;14,56;300;12,13;1000;11,39;3000;10,64;5000
114;T4421;AWZ13;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Rundkabel-Stripper No.13;Round Cable Stripper No.13;15,08;1;11,31;6;9,43;12;8,48;24;7,54;60
115;T4421;AWZ2;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Koaxial-Abisolierer No.2;Coax Cable Stripper No.2;16,77;1;12,58;6;10,48;12;9,44;24;8,39;60
116;T4421;AWZ30;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Data-Strip No.30;Data-Strip No.30;37,51;1;28,14;6;23,45;12;21,1;24;18,76;60
117;Y3856;PIC16F74-I/L;MICROCHIP 8Bit-Microcontroller PIC16x7_;MICROCHIP 8Bit Microcontrollers PIC16x7_;4Kx14 Flash 33I/O 20MHz PLCC44;4Kx14 Flash 33I/O 20MHz PLCC44;7,53;1;5,97;10;5,19;50;5;100;4,81;200
118;C2115;PT6VK050;Trimmer PT6v liegend RM5/5mm;Trimmers PT6v Top Adjust P5/5mm;E-Regler liegend RM5/5 50K;Trimmer Top Adjust P5/5 50K;30,07;25;23,85;100;20,75;500;19,8;1000;18,85;3000
119;C2115;PT6VK100;Trimmer PT6v liegend RM5/5mm;Trimmers PT6v Top Adjust P5/5mm;E-Regler liegend RM5/5 100K;Trimmer Top Adjust P5/5 100K;30,07;25;23,85;100;20,75;500;19,8;1000;18,85;3000
120;C2115;PT6VK250;Trimmer PT6v liegend RM5/5mm;Trimmers PT6v Top Adjust P5/5mm;E-Regler liegend RM5/5 250K;Trimmer Top Adjust P5/5 250K;30,07;25;23,85;100;20,75;500;19,8;1000;18,85;3000
121;C2115;PT6VK500;Trimmer PT6v liegend RM5/5mm;Trimmers PT6v Top Adjust P5/5mm;E-Regler liegend RM5/5 500K;Trimmer Top Adjust P5/5 500K;30,07;25;23,85;100;20,75;500;19,8;1000;18,85;3000
122;T4421;AWZ5;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Abisolierzange No.5;Wire Stripper No.5;22,09;1;16,56;6;13,8;12;12,42;24;11,04;60
123;T4421;WEI51000002;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;WEICON Präzisions-Abisolierer S;Precision Wire Stripper S;39,72;1;29,79;6;24,82;12;22,34;24;19,86;60
124;C2115;PT6VM001;Trimmer PT6v liegend RM5/5mm;Trimmers PT6v Top Adjust P5/5mm;E-Regler liegend RM5/5 1M;Trimmer Top Adjust P5/5 1M;30,07;25;23,85;100;20,75;500;19,8;1000;18,85;3000
125;C2120;PT10HE100;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 100R;Trimmer Side Adjust P2,5/5 100R;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
126;C2120;PT10HE250;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 250R;Trimmer Side Adjust P2,5/5 250R;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
127;C2120;PT10HE500;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 500R;Trimmer Side Adjust P2,5/5 500R;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
128;C2120;PT10HK001;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 1K;Trimmer Side Adjust P2,5/5 1K;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
129;C2120;PT10HK002.5;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/2 2K5;E-Regler stehend RM2,5/2 2K5;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
130;C2120;PT10HK005;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 5K;Trimmer Side Adjust P2,5/5 5K;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
131;V5874;TLD5S26AH;TSC SMD-Überspannungsschutzdioden 3600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 3600W 26V DO218AB;SMD TVS Diode Unip 3600W 26V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
132;V5874;TLD5S30AH;TSC SMD-Überspannungsschutzdioden 3600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 3600W 30V DO218AB;SMD TVS Diode Unip 3600W 30V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
133;V5874;TLD5S33AH;TSC SMD-Überspannungsschutzdioden 3600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 3600W 33V DO218AB;SMD TVS Diode Unip 3600W 33V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
134;V5874;TLD5S36AH;TSC SMD-Überspannungsschutzdioden 3600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 3600W 36V DO218AB;SMD TVS Diode Unip 3600W 36V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
135;V5874;TLD5S43AH;TSC SMD-Überspannungsschutzdioden 3600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 3600W 43V DO218AB;SMD TVS Diode Unip 3600W 43V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
136;V5875;TLD6S10AH;TSC SMD-Überspannungsschutzdioden 4600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 4600W 10V DO218AB;SMD TVS Diode Unip 4600W 10V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
137;T4421;WEI52000001;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Coax-Stripper No1FPlus F-Schraubstecker;Coax-Stripper No1FPlus F-Screw Connector;26,47;1;19,85;6;16,54;12;14,89;24;13,24;60
138;C2120;PT10HK010;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 10K;Trimmer Side Adjust P2,5/5 10K;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
139;V5875;TLD6S15AH;TSC SMD-Überspannungsschutzdioden 4600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 4600W 15V DO218AB;SMD TVS Diode Unip 4600W 15V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
140;V5875;TLD6S18AH;TSC SMD-Überspannungsschutzdioden 4600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 4600W 18V DO218AB;SMD TVS Diode Unip 4600W 18V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
141;V5875;TLD6S26AH;TSC SMD-Überspannungsschutzdioden 4600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 4600W 26V DO218AB;SMD TVS Diode Unip 4600W 26V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
142;V5875;TLD6S30AH;TSC SMD-Überspannungsschutzdioden 4600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 4600W 30V DO218AB;SMD TVS Diode Unip 4600W 30V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
143;M5255;HNP07-090V2;HN-Power HNP07-V2 Stecker-SNT 7,5W;HN-Power HNP07-V2 Plug-In SPS 7,5W;Stecker-SNT Slim 7,5W 9V/0,84A;SPS Plug-in Slim 7,5W 9V/0,84A;5,19;1;4,39;5;3,99;20;3,81;50;3,63;100
144;V5875;TLD6S33AH;TSC SMD-Überspannungsschutzdioden 4600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 4600W 33V DO218AB;SMD TVS Diode Unip 4600W 33V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
145;V5875;TLD6S36AH;TSC SMD-Überspannungsschutzdioden 4600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 4600W 36V DO218AB;SMD TVS Diode Unip 4600W 36V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
146;Y3856;PIC16F76-I/SP;MICROCHIP 8Bit-Microcontroller PIC16x7_;MICROCHIP 8Bit Microcontrollers PIC16x7_;8Kx14 Flash 22I/O 20MHz SDIP28;8Kx14 Flash 22I/O 20MHz SDIP28;6,42;1;5,09;10;4,43;50;4,26;100;4,1;200
147;T4421;WEI52000010;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Cat Cable-Stripper No. 10;Cat Cable-Stripper No. 10;23,52;1;17,64;6;14,7;12;13,23;24;11,76;60
148;C6397;EEUFC1H102L;Alu Elko Serie UFC;Alu El-Cap Series UFC;Elko 1000uF 50V12,5x40mm RM5;El-Capacitor 1000uF 50V12,5x40mm P5;81,5;25;68,95;100;62,72;500;59,85;1000;56,98;5000
149;T4421;WEI52000016;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Quadro-Entmanteler No.16;Quadro-Stripper No. 16;32,29;1;24,22;6;20,18;12;18,17;24;16,15;60
150;B4292;78L05;Festspannungsregler 0,1A 78L_, 79L_ TO92;Fixed Output Voltage Regulators 0,1A 78L;U-Reg +5V 0,1A TO92;U-Reg +5V 0,1A TO92;8,28;100;6,56;500;5,71;1000;5,48;3000;5,24;5000
151;A6895;LM393D-SMD;Komparatoren LM_, LP_, TLC_ DIP/DIL, SO,;Comparators LM_, LP_, TLC_ DIP/DIL, SO,;2xComp +-18V 300ns SO8;2xComp +-18V 300ns SO8;8,53;100;6,76;300;5,88;500;5,66;1000;5,44;3000
152;C4010;K164NK006.8-10;Heißleiter K164 10% RM5;NTC Thermistors K164 10% P5;NTC-Widerstand 6K8 10%;NTC-Widerstand 6K8 10%;55,44;10;41,58;50;34,64;200;32,52;500;30,39;1000
153;T4421;WEI52001001;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Coax-Stripper No1FPlus F-Kompressionsst.;Coax-Stripper No1FPlus F-Compression Con;26,47;1;19,85;6;16,54;12;14,89;24;13,24;60
154;A6496;TL082CD-SMD;SMD-FET- und CMOS-Operationsverstärker F;SMD FET and CMOS Operational Amplifiers;2xOp-Amp JFET +-18V 13V/us SO8;2xOp-Amp JFET +-18V 13V/us SO8;13,89;100;11,58;300;10,46;500;10,14;1000;9,82;3000
155;C6399;EEUEE2V330S;Alu Elko Serie EE;Alu El-Cap Series EE;Elko 33uF 350V 16x20mm RM7,5;El-Capacitor 33uF 350V 16x20mm P7,5;74,9;10;63,36;100;57,64;500;55;1000;52,36;2000
156;D2291;TC685360470;Speicher- / Entstoerdrosseln Serie TC;Storage/EMI Suppression Chokes Series TC;Drossel 47uH 5,4A;Inductor 47uH 5,4A;20,45;10;13,99;50;10,76;100;9,52;200;8,28;500
157;Y4751;LPC1114FHN33/301;NXP 32Bit-Flash-Microcontroller ARM-Cort;NXP 32Bit Flash Microcontrollers ARM-Cor;MC 32bit 1,8V 32kB Flash 50MHz HVQFN32;MC 32bit 1,8V 32kB Flash 50MHz HVQFN32;3,38;5;2,86;25;2,6;100;2,5;200;2,4;500
158;T4421;WEI52002002;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Stripper No.2 Cat;Stripper No.2 Cat;23,52;1;17,64;6;14,7;12;13,23;24;11,76;60
159;T4421;WEI52100008;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Modul-Einsatz No1FPlus F-Schraubstecker;Inserts for No.1 F Plus F-Screw Con.;14,43;1;10,82;6;9,02;12;8,12;24;7,22;60
160;V5875;TLD6S43AH;TSC SMD-Überspannungsschutzdioden 4600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 4600W 43V DO218AB;SMD TVS Diode Unip 4600W 43V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
161;T4421;WEI52100009;WEICON Abisolierwerkzeuge;WEICON Cable Strippers;Modul-Einsatz No1FPlus F-Kompressionsst.;Inserts for No1FPlus F-Compression Con.;14,43;1;10,82;6;9,02;12;8,12;24;7,22;60
162;V5878;TLD8S10AH;TSC SMD-Überspannungsschutzdioden 6600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 6600W 10V DO218AB;SMD TVS Diode Unip 6600W 10V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
163;C2120;PT10HK025;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 25K;Trimmer Side Adjust P2,5/5 25K;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
164;T4712;DNLSA-LC;Werkzeug für Patchkabel;Patch Cable Tools;LSA-Anlege- und Schneidewerkzeug;LSA Push Down and Cutting Tool;5,17;1;4,1;6;3,59;12;3,44;24;3,28;60
165;M5255;HNP07-050V2;HN-Power HNP07-V2 Stecker-SNT 7,5W;HN-Power HNP07-V2 Plug-In SPS 7,5W;Stecker-SNT Slim 7,5W 5V/1,5A;SPS Plug-in Slim 7,5W 5V/1,5A;5,19;1;4,39;5;3,99;20;3,81;50;3,63;100
166;V5878;TLD8S15AH;TSC SMD-Überspannungsschutzdioden 6600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 6600W 15V DO218AB;SMD TVS Diode Unip 6600W 15V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
167;V5878;TLD8S18AH;TSC SMD-Überspannungsschutzdioden 6600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 6600W 18V DO218AB;SMD TVS Diode Unip 6600W 18V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
168;T4712;WEI52000040;Werkzeug für Patchkabel;Patch Cable Tools;WEICON LSA Sensor No. 40;WEICON LSA Sensor No. 40;33,52;1;26,62;6;23,27;12;22,28;24;21,3;60
169;T5611;WEI52800000;WEICON Spezialwerkzeuge;WEICON Special Tools;Multi-Opener;Multi-Opener;19,02;1;14,27;6;11,89;12;10,7;24;9,51;60
170;T5611;WEI52800001;WEICON Spezialwerkzeuge;WEICON Special Tools;Easy Opener®;Easy Opener®;13,27;1;9,95;6;8,29;12;7,46;24;6,64;60
171;V5878;TLD8S26AH;TSC SMD-Überspannungsschutzdioden 6600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 6600W 26V DO218AB;SMD TVS Diode Unip 6600W 26V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
172;C5414;CCNF2.2K0805;SMD-Keramik-Vielschicht-Ko's NPO 0805;SMD Ceramic Multilayer Capacitors NPO 08;SMD-Vs-Kond 2,2nF 50V 5% NPO 0805;SMD MLC Capacitor 2,2nF 50V 5% NPO 0805;2,17;500;1,63;4000;1,36;8000;1,24;16000;1,13;40000
173;T7612;WEI11850200;WEICON Handschutzschaum;WEICON Hand Protective Foam;Handschutzschaum 200 ml;Hand Protective Foam 200 ml;21,09;1;15,82;6;13,18;12;11,86;24;10,54;60
174;Y4755;LPC2294HBD144/01;NXP 32Bit-Flash-Microcontroller ARM7TDMI;NXP 32Bit Flash Microcontrollers ARM7TDM;MCU 16-bit/32-bit ARM7TDMI-S RISC 256KB;MCU 16-bit/32-bit ARM7TDMI-S RISC 256KB;17,15;5;14,51;20;13,19;50;12,7;100;12,21;200
175;A6496;TL072CD-SMD;SMD-FET- und CMOS-Operationsverstärker F;SMD FET and CMOS Operational Amplifiers;2xOp-Amp JFET +-18V LN 13V/us SO8;2xOp-Amp JFET +-18V LN 13V/us SO8;14,79;100;12,33;300;11,14;500;10,8;1000;10,45;3000
176;L7250;GE12I18-P1J;MeanWell GE_I Stecker-SNT für AC-Adapter;MeanWell GE_I Plug-In SPS for AC-Adapter;Stecker-SNT 15W 18V/0,83A ErP-2;SPS Plug-in 15W 18V/0,83A ErP-2;8;1;7,66;5;7,28;10;7,03;20;6,28;50
177;V1335;1N4148-TAP;Si-Allzweckdioden 1N_, BAV_ DO35;Si-General Purpose Diodes 1N_, BAV_ DO35;Si-Diode 100V 150mA DO35;Si-Diode 100V 150mA DO35;0,86;1000;0,65;5000;0,54;10000;0,52;20000;0,49;50000
178;Y4751;LPC1115FBD48/303;NXP 32Bit-Flash-Microcontroller ARM-Cort;NXP 32Bit Flash Microcontrollers ARM-Cor;MC 32bit 1,8V 64kB Flash 50MHz LQFP48;MC 32bit 1,8V 64kB Flash 50MHz LQFP48;4,26;5;3,6;25;3,27;100;3,15;200;3,03;500
179;V5878;TLD8S30AH;TSC SMD-Überspannungsschutzdioden 6600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 6600W 30V DO218AB;SMD TVS Diode Unip 6600W 30V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
180;C2120;PT10HK050;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 50K;Trimmer Side Adjust P2,5/5 50K;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
181;B4294;UA7805U-DG;Festspannungsregler 1A bis 2A UA78_U_, U;Fixed Output Voltage Regulators 1A to 2A;U-Reg +5V 1A TO220 Dual Gauge;U-Reg +5V 1A TO220 Dual Gauge;18,14;50;14,38;200;12,52;1000;12;2500;11,47;5000
182;Y3754;ATMEGA1280-16AU;MICROCHIP 8Bit-AVR-ISP-Flash-Microcontro;MICROCHIP 8Bit AVR ISP Flash Microcontro;MC 8bit 2,7V 128kB Flash 16MHz TQFP100;MC 8bit 2,7V 128kB Flash 16MHz TQFP100;8,15;5;7,33;20;6,24;100;5,97;200;5,7;500
183;K6835;MA2062HVL;SUNON AC-Axiallüfter Serie MagLev-AC 60x;SUNON AC Axial Fan MagLev-AC Series60x60;Lüfter 230V 60x25 V L 29,7m³/h 30dBA;Fan 230V 60x25 V L 29,7m³/h 30dBA;9,65;1;8,64;50;7,87;100;7,37;200;6,86;500
184;L4098;XLG-100-L;MeanWell XLG-100 IP67;MeanWell XLG-100 IP67;SNT IP67 96W 71-142V/350-1050mA CP;SPS IP67 96W 71-142V/350-1050mA CP;14,4;200;0;0;0;0;0;0;0;0
185;C2120;PT10HK100;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 100K;Trimmer Side Adjust P2,5/5 100K;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
186;C2120;PT10HK250;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 250K;Trimmer Side Adjust P2,5/5 250K;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
187;C6363;ECA2WM220;Panasonic Elektrolyt-Kondensatoren radia;Panasonic Electrolytic Capacitors Radial;Elko 22uF 450V 16x25mm RM7,5;El-Capacitor 22uF 450V 16x25mm P5;72,37;10;61,22;50;55,7;250;53,15;500;50,59;1000
188;C6363;ECA1CM682;Panasonic Elektrolyt-Kondensatoren radia;Panasonic Electrolytic Capacitors Radial;Elko 6800uF 16V 16x31,5mm RM7,5;El-Capacitor 6800uF 16V 16x31,5mm P7,5;78,04;10;66,02;50;60,06;250;57,31;500;54,56;1000
189;V5878;TLD8S33AH;TSC SMD-Überspannungsschutzdioden 6600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 6600W 33V DO218AB;SMD TVS Diode Unip 6600W 33V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
190;V5878;TLD8S36AH;TSC SMD-Überspannungsschutzdioden 6600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 6600W 36V DO218AB;SMD TVS Diode Unip 6600W 36V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
191;V5878;TLD8S43AH;TSC SMD-Überspannungsschutzdioden 6600W;TSC SMD Transient Voltage Suppressor Dio;SMD-TVS-Diode unip 6600W 43V DO218AB;SMD TVS Diode Unip 6600W 43V DO218AB;2,17;25;1,77;150;1,58;300;1,5;750;1,43;1500
192;V7588;TS10KL100;TSC Brückengleichrichter 10A TS10KL_ In-;TSC Bridge Rectifiers 10A TS10KL_ In-Lin;Flachbrücke 10A 700V(RMS) 7,5/7,5mm;Bridge Rect. 10A 700V(RMS) 7,5/7,5mm;50,91;10;38,19;50;31,83;200;29,86;500;27,92;1000
193;V7588;TS10KL60;TSC Brückengleichrichter 10A TS10KL_ In-;TSC Bridge Rectifiers 10A TS10KL_ In-Lin;Flachbrücke 10A 420V(RMS) 7,5/7,5mm;Bridge Rect. 10A 420V(RMS) 7,5/7,5mm;50,91;10;38,19;50;31,83;200;29,86;500;27,92;1000
194;V7588;TS10KL80;TSC Brückengleichrichter 10A TS10KL_ In-;TSC Bridge Rectifiers 10A TS10KL_ In-Lin;Flachbrücke 10A 560V(RMS) 7,5/7,5mm;Bridge Rect. 10A 560V(RMS) 7,5/7,5mm;50,91;10;38,19;50;31,83;200;29,86;500;27,92;1000
195;Y4751;LPC1225FBD48/321;NXP 32Bit-Flash-Microcontroller ARM-Cort;NXP 32Bit Flash Microcontrollers ARM-Cor;MC 32bit 3,3V 80kB Flash 45MHz LQFP48;MC 32bit 3,3V 80kB Flash 45MHz LQFP48;5,61;5;4,74;25;4,31;100;4,15;200;3,99;500
196;C2120;PT10HK500;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 500K;Trimmer Side Adjust P2,5/5 500K;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
197;C2120;PT10HM001;Trimmer PT10Lh stehend RM2,5/5mm;Trimmers PT10Lh Side Adjust P2,5/5mm;E-Regler stehend RM2,5/5 1M;Trimmer Side Adjust P2,5/5 1M;20,54;25;16,29;100;14,17;500;13,52;1000;12,87;3000
198;T1578;ERSA-102WDLF16;Zubehör für ERSA i-Tool;Accessories for ERSA i-Tool;Lötdepotspitze 1,6mm;PowerWell Tip 1,6mm;25,46;1;24,43;2;22,98;5;22,56;10;21,53;20
199;H1473;SMD-10D05;EKULIT SMD-DC-Summer elektromechanisch;EKULIT SMD DC Buzzer Electromechanical;SMD-DC-Signalgeber 5V 2700Hz 30mA 85dB;SMD DC Sounder 5V 2700Hz 30mA 85dB;2,07;10;1,64;50;1,43;200;1,37;500;1,3;1000
200;V7593;TS15P04G;TSC Brückengleichrichter 15A TS15P_G In-;TSC Bridge Rectifiers 15A TS15P_G In-Lin;Flachbrücke 15A 280V(RMS) 7,5/10mm;Bridge Rect. 15A 280V(RMS) 7,5/10mm;88,95;15;66,72;75;55,61;300;52,17;600;48,77;1200
201;V7593;TS15P05G;TSC Brückengleichrichter 15A TS15P_G In-;TSC Bridge Rectifiers 15A TS15P_G In-Lin;Flachbrücke 15A 420V(RMS) 7,5/10mm;Bridge Rect. 15A 420V(RMS) 7,5/10mm;88,95;15;66,72;75;55,61;300;52,17;600;48,77;1200
202;V1378;BAV99;SMD-Si-Allzweckdioden BAS_, BAV_, BAW_ S;SMD Si-General Purpose Diodes BAS_, BAV_;2xSMD-Si-Diode 100V 200mA SOT23;2xSMD Si-Diode 100V 200mA SOT23;1,09;500;0,86;3000;0,74;9000;0,7;18000;0,67;30000
203;V1378;BAS16;SMD-Si-Allzweckdioden BAS_, BAV_, BAW_ S;SMD Si-General Purpose Diodes BAS_, BAV_;SMD-Si-Diode 100V 200mA SOT23;SMD-Si-Diode 100V 200mA SOT23;0,98;500;0,76;3000;0,66;9000;0,63;18000;0,6;30000
204;E2317;C3900BE;Arcolectric Kippschalter Metallhebel;Arcolectric Toggle Switches Metal Lever;Kippschalter 1xE/A 250V 16A Metall;Toggle Switch SPST 250V 16A Metal;6,84;5;5,59;20;4,97;50;4,79;100;4,6;200
205;E2317;C3910BE;Arcolectric Kippschalter Metallhebel;Arcolectric Toggle Switches Metal Lever;Kippschalter 1XU 250V 16A Metall;Toggle Switch SPDT 250V 16A Metal;8,51;5;6,96;20;6,19;50;5,96;100;5,73;200
206;E2317;C3921BE;Arcolectric Kippschalter Metallhebel;Arcolectric Toggle Switches Metal Lever;Kippschalter 1xE-0-(E) 250V 16A Metall;Toggle Swi. 1xOn-Off-(On) 250V 16A Metal;7,55;5;6,17;20;5,49;50;5,29;100;5,08;200
207;E2317;C3922BE;Arcolectric Kippschalter Metallhebel;Arcolectric Toggle Switches Metal Lever;Kippschalter 1x(E)-0-(E) 250V 16A Metall;Toggle Swi. 1x(On)-Off-(On) 250V 16A Met;7,55;5;6,17;20;5,49;50;5,29;100;5,08;200
208;E2915;H8350RP;ARCOLECTRIC Schalter/Taster vandalensich;Arcolectric Switches, Vandal-Proof;Druckschalter IP66 2xE/A 250V 16A;Pushbutton Switch IP66 DPST 250V 16A;11,81;1;9,66;5;8,59;20;8,27;50;7,95;100
209;Y4751;LPC1226FBD48/301;NXP 32Bit-Flash-Microcontroller ARM-Cort;NXP 32Bit Flash Microcontrollers ARM-Cor;MC 32bit 3,3V 96kB Flash 45MHz LQFP48;MC 32bit 3,3V 96kB Flash 45MHz LQFP48;5,28;5;4,47;25;4,06;100;3,91;200;3,76;500
210;L4098;XLG-100-12;MeanWell XLG-100 IP67;MeanWell XLG-100 IP67;SNT IP67 96W 12V/8A CV + CC;SPS IP67 96W 12V/8A CV + CC;14,4;200;0;0;0;0;0;0;0;0
